latitude,longitude,spp_richness,N_dep_kghayr,precip_mm,temp_C_ave,pH,CL_kghayr_lower,CL_kghayr_upper,CL_kghayr,EX_kghayr,two_class_veg,NVC_1_name,NVC_2_name,NVC_Alliance,proj_orig
35.1,-80.1,15,10.51,1145.89,16.41,5.2,12.39,14.03,13.13,-2.63,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.1,-80.1,14,10.51,1145.89,16.41,4.9,11.79,13.2,12.44,-1.93,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.1,-80.1,15,10.51,1145.89,16.41,4.7,11.44,12.74,12.05,-1.54,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
34.9,-79.6,20,10.18,1177.78,16.34,5.3,7.67,8.88,8.27,1.91,open_canopy,Woodland,Evergreen woodland,Pinus palustris / Quercus spp. Woodland Alliance,CVS
35,-79.5,4,10.32,1172.71,16.27,4.3,7.14,8.43,7.78,2.54,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35,-79.5,3,10.32,1172.71,16.27,4.2,7.09,8.39,7.74,2.58,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-79.6,11,10.59,1179.35,16.24,4.6,7.32,8.57,7.94,2.65,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-79.6,6,10.59,1179.35,16.24,4.7,7.35,8.59,7.97,2.62,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.2,-79.1,4,10.97,1174.29,16.52,4.2,10.42,11.59,10.99,-0.02,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.1,-80.1,22,10.51,1145.89,16.41,4.7,11.33,12.62,11.93,-1.43,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.1,-79.6,4,10.59,1179.35,16.24,4.1,7.06,8.36,7.71,2.88,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-79.9,28,9.75,1155.51,16.45,5.1,12.24,13.82,12.96,-3.21,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35,-79.4,11,10.29,1168.93,16.48,4.2,7.08,8.39,7.73,2.56,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35,-79.4,2,10.29,1168.93,16.48,4,6.93,8.27,7.6,2.68,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-79.9,12,9.75,1156.53,16.42,5,11.98,13.46,12.66,-2.91,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.1,-79.9,1,9.75,1158.84,16.44,5,11.98,13.46,12.66,-2.91,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35,-79.5,4,10.32,1172.34,16.29,4.2,7.1,8.4,7.75,2.57,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35,-79.5,10,10.32,1173,16.22,4.3,7.17,8.44,7.8,2.52,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-79.6,22,10.6,1176.71,16.16,4.3,10.5,11.67,11.06,-0.47,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35,-78.9,10,13.34,1172.61,16.57,4.8,7.37,8.64,8,5.34,open_canopy,Woodland,Evergreen woodland,Pinus palustris / Quercus spp. Woodland Alliance,CVS
34.9,-80.1,24,10.48,1149.5,16.33,6,13.88,16.24,14.94,-4.46,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
35.1,-79.9,20,9.75,1155.26,16.37,4.9,11.76,13.15,12.4,-2.64,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35,-79.4,2,10.29,1168.93,16.48,4.3,7.09,8.4,7.74,2.54,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35,-79.4,2,10.29,1168.4,16.46,3.9,6.91,8.26,7.59,2.7,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35,-79.6,4,10.48,1178.05,16.23,4.3,7.14,8.42,7.78,2.7,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35,-79.6,2,10.48,1178.05,16.23,4.6,7.33,8.58,7.95,2.53,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35,-79.6,7,10.48,1178.05,16.23,4.3,7.18,8.45,7.81,2.66,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35,-79.6,27,10.48,1177.54,16.31,4.7,7.36,8.61,7.98,2.5,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-79.6,5,10.58,1175.79,16.22,4.2,7.1,8.39,7.75,2.84,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.2,-79.1,4,10.37,1174.3,16.52,4,9.83,11.03,10.43,-0.06,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35,-78.9,1,13.34,1174.22,16.58,4.5,10.99,12.22,11.57,1.77,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.2,-79.1,3,10.37,1174.3,16.52,4.4,10.78,11.97,11.35,-0.98,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.2,-79.1,4,10.97,1173.78,16.5,4,6.97,8.31,7.64,3.33,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-80.1,20,10.51,1145.69,16.41,4.6,11.16,12.41,11.74,-1.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.1,-80.1,17,10.51,1145.69,16.41,5,11.91,13.35,12.57,-2.06,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.1,-79.7,1,10.58,1175.18,16.13,4.1,10.17,11.34,10.74,-0.16,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",CVS
35.1,-79.6,6,10.59,1179.35,16.24,4.6,7.34,8.59,7.96,2.63,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-79.5,11,10.7,1180.61,16.25,5.2,12.43,14.08,13.18,-2.48,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",CVS
35.2,-79.1,6,10.97,1173.78,16.5,4.1,7.02,8.35,7.68,3.29,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-79.5,7,10.71,1182.04,16.33,4.3,10.61,11.79,11.18,-0.47,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
35.2,-79,10,10.92,1175.58,16.58,5.5,7.74,8.95,8.34,2.58,open_canopy,Woodland,Evergreen woodland,Pinus palustris / Quercus spp. Woodland Alliance,CVS
35.1,-80,8,10.48,1145.28,16.41,4.7,7.3,8.55,7.93,2.56,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
35.1,-79.6,2,10.6,1174.85,16.16,3.8,6.86,8.2,7.53,3.07,open_canopy,Woodland,Evergreen woodland,Pinus palustris Woodland Alliance,CVS
34.9,-79.9,20,9.89,1162.55,16.51,5.3,12.57,14.29,13.35,-3.46,closed_canopy,Forest,Evergreen forest,Pinus taeda Forest Alliance,CVS
